role,company,city,experience,education,salary,salary_lpa,skills,primary_skill,posted_days_ago,quarter,growth_rate,demand_score
Data Engineer,Accenture,Bangalore,Senior (5+ yrs),BSc,1652075,16.5,SQL|Airflow|Hadoop,SQL,78,Q2 2026,30,93
ML Engineer,Deloitte,Bangalore,Junior (1-3 yrs),MSc,929135,9.3,Python|AWS|TensorFlow|CI/CD|PyTorch,Python,61,Q2 2026,35,96
Data Engineer,Cognizant,Hyderabad,Mid (3-5 yrs),MBA,1039983,10.4,Spark|Airflow|AWS|Python,Spark,172,Q4 2025,30,93
QA Engineer,Fractal Analytics,Bangalore,Mid (3-5 yrs),MSc,729991,7.3,Python|Git|SQL|API Testing,Python,90,Q1 2026,10,72
Business Analyst,PhonePe,Hyderabad,Junior (1-3 yrs),BSc,689253,6.9,JIRA|Stakeholder Management|Excel,JIRA,36,Q2 2026,18,87
BI Developer,Tiger Analytics,Bangalore,Junior (1-3 yrs),BCA,712756,7.1,SSRS|Power BI|Excel|Azure,SSRS,155,Q1 2026,15,80
AI/ML Researcher,Wipro,Bangalore,Mid (3-5 yrs),MCA,1840617,18.4,Deep Learning|Mathematics|Generative AI|LLMs,Deep Learning,57,Q2 2026,42,98
Data Analyst,TCS,Hyderabad,Mid (3-5 yrs),B.Tech,641036,6.4,R|Statistics|Excel|Power BI|Python,R,24,Q2 2026,22,92
ML Engineer,Flipkart,Hyderabad,Mid (3-5 yrs),BSc,1264978,12.6,Python|CI/CD|TensorFlow|Kubernetes|AWS,Python,7,Q2 2026,35,96
Data Engineer,Flipkart,Bangalore,Fresher (0-1 yr),MCA,592647,5.9,Python|SQL|Kafka|Airflow|Spark,Python,120,Q1 2026,30,93
QA Engineer,LatentView,Hyderabad,Junior (1-3 yrs),BCA,417392,4.2,SQL|Manual Testing|Selenium,SQL,158,Q1 2026,10,72
QA Engineer,Paytm,Hyderabad,Mid (3-5 yrs),MCA,630332,6.3,Selenium|JIRA|API Testing,Selenium,18,Q2 2026,10,72
BI Developer,Mu Sigma,Gurgaon,Mid (3-5 yrs),MBA,859398,8.6,Excel|DAX|SQL,Excel,59,Q2 2026,15,80
Python Developer,WNS Global,Hyderabad,Fresher (0-1 yr),MCA,414870,4.1,REST APIs|Django|Docker|Git,REST APIs,55,Q2 2026,24,89
QA Engineer,Wipro,Hyderabad,Fresher (0-1 yr),MBA,347463,3.5,JIRA|Manual Testing|Selenium|API Testing,JIRA,65,Q2 2026,10,72
AI/ML Researcher,Mphasis,Mumbai,Mid (3-5 yrs),MCA,1455529,14.6,PyTorch|Generative AI|Python|LLMs|Research,PyTorch,5,Q2 2026,42,98
Product Analyst,Razorpay,Bangalore,Senior (5+ yrs),M.Tech,1187695,11.9,Mixpanel|Excel|SQL|A/B Testing,Mixpanel,29,Q2 2026,20,85
Product Analyst,Mphasis,Hyderabad,Fresher (0-1 yr),B.Tech,420909,4.2,Mixpanel|SQL|A/B Testing,Mixpanel,52,Q2 2026,20,85
Python Developer,Paytm,Hyderabad,Fresher (0-1 yr),MSc,550498,5.5,Git|Django|Docker,Git,116,Q1 2026,24,89
Data Analyst,Accenture,Chennai,Fresher (0-1 yr),MCA,371833,3.7,Power BI|R|Tableau,Power BI,13,Q2 2026,22,92
BI Developer,Cognizant,Hyderabad,Junior (1-3 yrs),B.Tech,697280,7.0,SSRS|Tableau|Azure|SQL,SSRS,159,Q1 2026,15,80
Data Scientist,Capgemini,Hyderabad,Junior (1-3 yrs),B.Tech,814557,8.1,SQL|Statistics|TensorFlow,SQL,1,Q2 2026,28,95
Product Analyst,EXL Service,Kolkata,Fresher (0-1 yr),MBA,335391,3.4,Google Analytics|Excel|A/B Testing,Google Analytics,135,Q1 2026,20,85
Business Analyst,IBM India,Bangalore,Mid (3-5 yrs),BCA,948858,9.5,SQL|Tableau|Stakeholder Management|Power BI|Excel,SQL,176,Q4 2025,18,87
QA Engineer,TCS,Pune,Junior (1-3 yrs),BCA,458827,4.6,SQL|Selenium|JIRA|API Testing|Manual Testing,SQL,46,Q2 2026,10,72
AI/ML Researcher,Swiggy,Mumbai,Senior (5+ yrs),BCA,2539056,25.4,Generative AI|PyTorch|Research,Generative AI,159,Q1 2026,42,98
AI/ML Researcher,Paytm,Hyderabad,Junior (1-3 yrs),M.Tech,965687,9.7,LLMs|PyTorch|Research|Generative AI|Python,LLMs,133,Q1 2026,42,98
Data Scientist,Microsoft India,Pune,Junior (1-3 yrs),BSc,760354,7.6,SQL|Machine Learning|Statistics|TensorFlow|Python,SQL,75,Q2 2026,28,95
Data Analyst,Deloitte,Hyderabad,Junior (1-3 yrs),MSc,492774,4.9,Python|R|SQL,Python,47,Q2 2026,22,92
BI Developer,IBM India,Noida,Junior (1-3 yrs),MCA,512654,5.1,Tableau|Excel|SSRS|Power BI,Tableau,104,Q1 2026,15,80
QA Engineer,Zomato,Bangalore,Junior (1-3 yrs),M.Tech,591268,5.9,Selenium|Manual Testing|SQL|Git|JIRA,Selenium,113,Q1 2026,10,72
Business Analyst,Zomato,Bangalore,Senior (5+ yrs),BSc,1304712,13.0,Agile|Tableau|Excel,Agile,83,Q1 2026,18,87
QA Engineer,Microsoft India,Pune,Mid (3-5 yrs),BCA,613711,6.1,SQL|API Testing|Selenium,SQL,72,Q2 2026,10,72
BI Developer,Flipkart,Gurgaon,Senior (5+ yrs),B.Tech,1072052,10.7,SSRS|Excel|Azure,SSRS,111,Q1 2026,15,80
Python Developer,Mphasis,Pune,Mid (3-5 yrs),M.Tech,871719,8.7,Docker|SQL|AWS|Django|REST APIs,Docker,169,Q1 2026,24,89
Data Scientist,Google India,Mumbai,Junior (1-3 yrs),MBA,940295,9.4,Machine Learning|Scikit-learn|Deep Learning|Python,Machine Learning,143,Q1 2026,28,95
ML Engineer,Fractal Analytics,Hyderabad,Mid (3-5 yrs),MCA,1476612,14.8,Kubernetes|Docker|PyTorch,Kubernetes,30,Q2 2026,35,96
Data Scientist,Capgemini,Bangalore,Junior (1-3 yrs),MCA,1035136,10.4,TensorFlow|Scikit-learn|Deep Learning,TensorFlow,69,Q2 2026,28,95
QA Engineer,Infosys,Bangalore,Mid (3-5 yrs),MCA,825717,8.3,Git|Python|Selenium|API Testing,Git,170,Q4 2025,10,72
BI Developer,Google India,Hyderabad,Senior (5+ yrs),M.Tech,1094127,10.9,Power BI|Azure|Tableau,Power BI,128,Q1 2026,15,80
Data Scientist,Accenture,Bangalore,Mid (3-5 yrs),MBA,1310925,13.1,Python|Deep Learning|SQL,Python,135,Q1 2026,28,95
Data Analyst,Wipro,Pune,Junior (1-3 yrs),BCA,511210,5.1,R|Tableau|Power BI,R,13,Q2 2026,22,92
ML Engineer,Mphasis,Mumbai,Mid (3-5 yrs),MCA,1249988,12.5,CI/CD|Kubernetes|MLOps|TensorFlow|Python,CI/CD,94,Q1 2026,35,96
Data Scientist,Infosys,Bangalore,Senior (5+ yrs),M.Tech,1937737,19.4,TensorFlow|SQL|Machine Learning|Python,TensorFlow,114,Q1 2026,28,95
BI Developer,EXL Service,Mumbai,Senior (5+ yrs),BSc,1030526,10.3,Excel|SQL|DAX,Excel,4,Q2 2026,15,80
Data Engineer,Mphasis,Bangalore,Junior (1-3 yrs),BSc,986577,9.9,Hadoop|Python|SQL|AWS,Hadoop,179,Q4 2025,30,93
AI/ML Researcher,EXL Service,Bangalore,Junior (1-3 yrs),M.Tech,1209774,12.1,Research|PyTorch|LLMs|Python|Generative AI,Research,50,Q2 2026,42,98
Data Scientist,Tech Mahindra,Bangalore,Senior (5+ yrs),MBA,1817026,18.2,Statistics|Machine Learning|Deep Learning|SQL,Statistics,27,Q2 2026,28,95
ML Engineer,Swiggy,Gurgaon,Fresher (0-1 yr),MSc,653868,6.5,TensorFlow|Python|Docker,TensorFlow,41,Q2 2026,35,96
Data Analyst,EXL Service,Bangalore,Junior (1-3 yrs),MSc,695648,7.0,Tableau|Power BI|Python|Excel|Statistics,Tableau,139,Q1 2026,22,92
Data Engineer,HCL Technologies,Bangalore,Fresher (0-1 yr),M.Tech,624282,6.2,AWS|Spark|Hadoop,AWS,151,Q1 2026,30,93
Data Analyst,Mphasis,Chennai,Junior (1-3 yrs),B.Tech,509437,5.1,R|Excel|Power BI,R,130,Q1 2026,22,92
Data Analyst,Flipkart,Noida,Junior (1-3 yrs),B.Tech,431424,4.3,Excel|Python|Power BI,Excel,26,Q2 2026,22,92
Python Developer,Tech Mahindra,Pune,Senior (5+ yrs),BSc,1253409,12.5,FastAPI|Django|Python|Docker,FastAPI,41,Q2 2026,24,89
QA Engineer,Hexaware,Gurgaon,Mid (3-5 yrs),BCA,575832,5.8,Selenium|SQL|Python,Selenium,66,Q2 2026,10,72
Data Engineer,Cognizant,Chennai,Junior (1-3 yrs),MBA,750317,7.5,ETL|Hadoop|Kafka|AWS|Airflow,ETL,59,Q2 2026,30,93
Product Analyst,IBM India,Noida,Senior (5+ yrs),BCA,1182176,11.8,SQL|A/B Testing|Python,SQL,139,Q1 2026,20,85
QA Engineer,Infosys,Bangalore,Junior (1-3 yrs),BCA,580599,5.8,SQL|Selenium|Manual Testing|API Testing,SQL,103,Q1 2026,10,72
QA Engineer,Swiggy,Kolkata,Junior (1-3 yrs),B.Tech,353027,3.5,Git|Manual Testing|Python|SQL,Git,132,Q1 2026,10,72
Product Analyst,Genpact,Bangalore,Fresher (0-1 yr),MSc,433988,4.3,Google Analytics|A/B Testing|Python,Google Analytics,21,Q2 2026,20,85
QA Engineer,IBM India,Bangalore,Mid (3-5 yrs),MBA,807593,8.1,Python|Selenium|Manual Testing|JIRA|SQL,Python,85,Q1 2026,10,72
Data Engineer,HCL Technologies,Hyderabad,Mid (3-5 yrs),M.Tech,930018,9.3,Spark|Kafka|Python|AWS|SQL,Spark,18,Q2 2026,30,93
AI/ML Researcher,PhonePe,Bangalore,Junior (1-3 yrs),M.Tech,1046428,10.5,Python|PyTorch|Research|LLMs|Mathematics,Python,110,Q1 2026,42,98
QA Engineer,Genpact,Pune,Junior (1-3 yrs),B.Tech,388439,3.9,Python|Selenium|JIRA,Python,8,Q2 2026,10,72
AI/ML Researcher,IBM India,Mumbai,Mid (3-5 yrs),BCA,1863651,18.6,Research|PyTorch|LLMs|Mathematics,Research,165,Q1 2026,42,98
Business Analyst,Amazon India,Gurgaon,Mid (3-5 yrs),BCA,877637,8.8,Agile|Stakeholder Management|SQL|Tableau|Excel,Agile,88,Q1 2026,18,87
ML Engineer,Swiggy,Pune,Senior (5+ yrs),MSc,1626851,16.3,CI/CD|Python|PyTorch,CI/CD,45,Q2 2026,35,96
Data Scientist,Swiggy,Pune,Junior (1-3 yrs),MCA,710380,7.1,Statistics|Python|TensorFlow|SQL|Deep Learning,Statistics,97,Q1 2026,28,95
Product Analyst,Wipro,Chennai,Mid (3-5 yrs),BSc,767570,7.7,Google Analytics|A/B Testing|Excel|Mixpanel,Google Analytics,98,Q1 2026,20,85
Data Engineer,PhonePe,Noida,Senior (5+ yrs),BCA,1518793,15.2,Spark|Hadoop|SQL|ETL,Spark,132,Q1 2026,30,93
Data Engineer,LatentView,Hyderabad,Fresher (0-1 yr),BSc,574590,5.7,Kafka|ETL|AWS|Python|Airflow,Kafka,164,Q1 2026,30,93
Business Analyst,IBM India,Pune,Junior (1-3 yrs),BSc,516396,5.2,SQL|Stakeholder Management|Power BI|JIRA,SQL,97,Q1 2026,18,87
Product Analyst,Swiggy,Bangalore,Junior (1-3 yrs),B.Tech,653689,6.5,SQL|Python|Power BI|Excel|A/B Testing,SQL,87,Q1 2026,20,85
BI Developer,Cognizant,Bangalore,Senior (5+ yrs),M.Tech,1103558,11.0,Excel|Tableau|SQL|Azure,Excel,90,Q1 2026,15,80
BI Developer,Cognizant,Pune,Mid (3-5 yrs),BSc,815802,8.2,SSRS|Excel|Azure,SSRS,68,Q2 2026,15,80
Product Analyst,IBM India,Noida,Senior (5+ yrs),MCA,1283539,12.8,A/B Testing|SQL|Power BI|Google Analytics|Excel,A/B Testing,66,Q2 2026,20,85
Data Analyst,Amazon India,Mumbai,Fresher (0-1 yr),MSc,370742,3.7,Tableau|Excel|Python|Power BI,Tableau,99,Q1 2026,22,92
Business Analyst,Google India,Pune,Senior (5+ yrs),MCA,937645,9.4,Excel|Power BI|Agile|Stakeholder Management|SQL,Excel,57,Q2 2026,18,87
BI Developer,HCL Technologies,Gurgaon,Junior (1-3 yrs),M.Tech,492105,4.9,DAX|Power BI|Tableau|Azure,DAX,98,Q1 2026,15,80
AI/ML Researcher,Infosys,Pune,Mid (3-5 yrs),MSc,1665915,16.7,Mathematics|Research|LLMs|PyTorch,Mathematics,57,Q2 2026,42,98
Data Analyst,Paytm,Bangalore,Fresher (0-1 yr),BSc,391968,3.9,R|Statistics|SQL|Tableau|Python,R,153,Q1 2026,22,92
ML Engineer,CRED,Bangalore,Mid (3-5 yrs),MBA,1557405,15.6,MLOps|PyTorch|Python|Kubernetes|AWS,MLOps,53,Q2 2026,35,96
Python Developer,Deloitte,Bangalore,Junior (1-3 yrs),MBA,786513,7.9,REST APIs|Python|Django|Docker,REST APIs,93,Q1 2026,24,89
QA Engineer,Flipkart,Bangalore,Junior (1-3 yrs),MSc,524891,5.2,Selenium|Python|Manual Testing|API Testing|SQL,Selenium,11,Q2 2026,10,72
Data Analyst,Mphasis,Pune,Fresher (0-1 yr),MSc,323019,3.2,R|SQL|Power BI|Tableau|Excel,R,90,Q1 2026,22,92
Business Analyst,CRED,Hyderabad,Senior (5+ yrs),B.Tech,1045814,10.5,Agile|Tableau|JIRA|SQL|Power BI,Agile,33,Q2 2026,18,87
Product Analyst,Microsoft India,Bangalore,Fresher (0-1 yr),MSc,525543,5.3,A/B Testing|Mixpanel|Power BI|Google Analytics|SQL,A/B Testing,35,Q2 2026,20,85
AI/ML Researcher,Genpact,Pune,Mid (3-5 yrs),M.Tech,1571140,15.7,LLMs|PyTorch|Research,LLMs,106,Q1 2026,42,98
Product Analyst,Swiggy,Hyderabad,Junior (1-3 yrs),MSc,704580,7.0,Python|Google Analytics|Power BI,Python,130,Q1 2026,20,85
Python Developer,Fractal Analytics,Mumbai,Junior (1-3 yrs),BSc,729066,7.3,Git|FastAPI|AWS|SQL,Git,73,Q2 2026,24,89
Business Analyst,Paytm,Bangalore,Senior (5+ yrs),B.Tech,1109734,11.1,JIRA|Power BI|SQL|Excel|Agile,JIRA,10,Q2 2026,18,87
Data Analyst,Microsoft India,Noida,Mid (3-5 yrs),BCA,807608,8.1,Python|SQL|R|Statistics|Power BI,Python,29,Q2 2026,22,92
Product Analyst,Wipro,Noida,Fresher (0-1 yr),MBA,460348,4.6,Google Analytics|SQL|A/B Testing|Python,Google Analytics,162,Q1 2026,20,85
QA Engineer,Cognizant,Pune,Mid (3-5 yrs),MBA,595533,6.0,JIRA|API Testing|SQL|Manual Testing,JIRA,98,Q1 2026,10,72
Data Engineer,Razorpay,Kolkata,Fresher (0-1 yr),MSc,531214,5.3,Airflow|ETL|Hadoop|Kafka|Spark,Airflow,164,Q1 2026,30,93
ML Engineer,Tech Mahindra,Mumbai,Junior (1-3 yrs),BCA,1026717,10.3,PyTorch|CI/CD|AWS|TensorFlow|Python,PyTorch,134,Q1 2026,35,96
Data Scientist,Tiger Analytics,Noida,Junior (1-3 yrs),MSc,760878,7.6,Statistics|Machine Learning|Python,Statistics,32,Q2 2026,28,95
Data Scientist,WNS Global,Bangalore,Mid (3-5 yrs),BSc,1336136,13.4,Machine Learning|Python|SQL|Scikit-learn,Machine Learning,23,Q2 2026,28,95
Data Engineer,Razorpay,Hyderabad,Fresher (0-1 yr),BSc,602557,6.0,ETL|Spark|Python|AWS|SQL,ETL,120,Q1 2026,30,93
ML Engineer,Fractal Analytics,Mumbai,Junior (1-3 yrs),MSc,1045214,10.5,Kubernetes|MLOps|AWS,Kubernetes,82,Q1 2026,35,96
Data Scientist,Zomato,Chennai,Mid (3-5 yrs),M.Tech,860292,8.6,Scikit-learn|Machine Learning|TensorFlow,Scikit-learn,8,Q2 2026,28,95
Python Developer,CRED,Pune,Mid (3-5 yrs),MSc,835142,8.4,AWS|REST APIs|Docker|SQL|Django,AWS,26,Q2 2026,24,89
Python Developer,Cognizant,Pune,Mid (3-5 yrs),B.Tech,1013172,10.1,AWS|Django|Python|REST APIs|Git,AWS,50,Q2 2026,24,89
ML Engineer,Accenture,Mumbai,Senior (5+ yrs),BSc,1741618,17.4,PyTorch|AWS|Python|CI/CD|TensorFlow,PyTorch,44,Q2 2026,35,96
Business Analyst,Paytm,Chennai,Fresher (0-1 yr),M.Tech,357127,3.6,SQL|Stakeholder Management|JIRA,SQL,83,Q1 2026,18,87
QA Engineer,Mu Sigma,Pune,Junior (1-3 yrs),BCA,455277,4.6,Python|Git|SQL|JIRA|Manual Testing,Python,93,Q1 2026,10,72
Product Analyst,PhonePe,Bangalore,Senior (5+ yrs),BCA,1395621,14.0,Power BI|A/B Testing|Mixpanel,Power BI,68,Q2 2026,20,85
ML Engineer,Mu Sigma,Hyderabad,Junior (1-3 yrs),BSc,983624,9.8,MLOps|TensorFlow|CI/CD|PyTorch,MLOps,63,Q2 2026,35,96
AI/ML Researcher,Capgemini,Pune,Senior (5+ yrs),BCA,2330297,23.3,PyTorch|Research|Python|Deep Learning,PyTorch,114,Q1 2026,42,98
QA Engineer,PhonePe,Noida,Junior (1-3 yrs),MCA,411814,4.1,Python|Manual Testing|Selenium|Git|API Testing,Python,84,Q1 2026,10,72
Data Scientist,Swiggy,Gurgaon,Mid (3-5 yrs),M.Tech,932689,9.3,Machine Learning|Deep Learning|SQL|Statistics|Scikit-learn,Machine Learning,148,Q1 2026,28,95
AI/ML Researcher,CRED,Chennai,Fresher (0-1 yr),MCA,604593,6.0,Mathematics|Research|Python,Mathematics,34,Q2 2026,42,98
Product Analyst,Genpact,Hyderabad,Mid (3-5 yrs),B.Tech,1045425,10.5,Python|Mixpanel|SQL|A/B Testing|Excel,Python,141,Q1 2026,20,85
ML Engineer,Fractal Analytics,Noida,Senior (5+ yrs),BCA,1742905,17.4,CI/CD|PyTorch|Kubernetes|TensorFlow|AWS,CI/CD,170,Q4 2025,35,96
Data Engineer,Mu Sigma,Bangalore,Junior (1-3 yrs),B.Tech,804137,8.0,Airflow|Python|Spark,Airflow,77,Q2 2026,30,93
Data Scientist,Wipro,Hyderabad,Mid (3-5 yrs),MSc,1246016,12.5,PyTorch|Python|SQL|Scikit-learn|Statistics,PyTorch,41,Q2 2026,28,95
AI/ML Researcher,PhonePe,Gurgaon,Senior (5+ yrs),MSc,2320231,23.2,Python|Deep Learning|PyTorch,Python,42,Q2 2026,42,98
Product Analyst,PhonePe,Mumbai,Mid (3-5 yrs),BSc,1081859,10.8,SQL|Power BI|Python,SQL,122,Q1 2026,20,85
Data Scientist,CRED,Noida,Fresher (0-1 yr),BCA,581565,5.8,Python|TensorFlow|SQL,Python,120,Q1 2026,28,95
Data Analyst,Razorpay,Mumbai,Fresher (0-1 yr),B.Tech,368980,3.7,Excel|SQL|Python,Excel,38,Q2 2026,22,92
Business Analyst,Mphasis,Bangalore,Mid (3-5 yrs),BSc,1014872,10.1,JIRA|Tableau|Excel|SQL,JIRA,29,Q2 2026,18,87
QA Engineer,Wipro,Mumbai,Fresher (0-1 yr),M.Tech,354826,3.5,Selenium|Python|SQL|Git,Selenium,30,Q2 2026,10,72
QA Engineer,Tech Mahindra,Bangalore,Mid (3-5 yrs),BSc,839866,8.4,API Testing|Manual Testing|Python|Git|JIRA,API Testing,54,Q2 2026,10,72
Data Analyst,Flipkart,Pune,Junior (1-3 yrs),MCA,563093,5.6,SQL|Tableau|Python|Excel|Power BI,SQL,170,Q4 2025,22,92
BI Developer,HCL Technologies,Mumbai,Fresher (0-1 yr),MSc,475063,4.8,SQL|Power BI|SSRS|DAX,SQL,5,Q2 2026,15,80
Product Analyst,Mu Sigma,Mumbai,Junior (1-3 yrs),MBA,741076,7.4,A/B Testing|Excel|Power BI,A/B Testing,34,Q2 2026,20,85
Business Analyst,Tech Mahindra,Bangalore,Fresher (0-1 yr),MSc,415370,4.2,Excel|Stakeholder Management|Power BI|Agile|JIRA,Excel,97,Q1 2026,18,87
BI Developer,LatentView,Bangalore,Mid (3-5 yrs),B.Tech,921592,9.2,SSRS|Azure|Excel,SSRS,152,Q1 2026,15,80
Python Developer,PhonePe,Mumbai,Junior (1-3 yrs),B.Tech,841022,8.4,REST APIs|AWS|Python,REST APIs,36,Q2 2026,24,89
Data Scientist,Microsoft India,Hyderabad,Junior (1-3 yrs),BCA,940112,9.4,Scikit-learn|Statistics|Machine Learning|PyTorch,Scikit-learn,6,Q2 2026,28,95
Data Scientist,LatentView,Bangalore,Mid (3-5 yrs),B.Tech,1039646,10.4,Deep Learning|Python|SQL,Deep Learning,31,Q2 2026,28,95
Python Developer,IBM India,Bangalore,Junior (1-3 yrs),MBA,668056,6.7,FastAPI|SQL|Git,FastAPI,15,Q2 2026,24,89
ML Engineer,Wipro,Mumbai,Junior (1-3 yrs),MSc,867429,8.7,Python|MLOps|TensorFlow|Kubernetes|Docker,Python,72,Q2 2026,35,96
Data Engineer,HCL Technologies,Chennai,Junior (1-3 yrs),MBA,747603,7.5,Python|SQL|Kafka,Python,73,Q2 2026,30,93
Data Analyst,Infosys,Bangalore,Mid (3-5 yrs),M.Tech,934260,9.3,Statistics|Tableau|Excel|Power BI,Statistics,108,Q1 2026,22,92
BI Developer,Wipro,Bangalore,Junior (1-3 yrs),BCA,595525,6.0,Azure|DAX|SSRS|Excel|SQL,Azure,44,Q2 2026,15,80
AI/ML Researcher,WNS Global,Bangalore,Fresher (0-1 yr),MSc,844490,8.4,Generative AI|Mathematics|Python|PyTorch,Generative AI,11,Q2 2026,42,98
Data Engineer,Genpact,Mumbai,Mid (3-5 yrs),B.Tech,1273774,12.7,Airflow|Python|Kafka,Airflow,105,Q1 2026,30,93
Data Engineer,Google India,Bangalore,Junior (1-3 yrs),B.Tech,936525,9.4,Spark|Airflow|AWS|Python,Spark,139,Q1 2026,30,93
Data Analyst,LatentView,Bangalore,Mid (3-5 yrs),M.Tech,854961,8.5,Python|Statistics|SQL,Python,27,Q2 2026,22,92
AI/ML Researcher,Swiggy,Mumbai,Fresher (0-1 yr),BCA,831032,8.3,Generative AI|Mathematics|Python,Generative AI,63,Q2 2026,42,98
Data Analyst,Amazon India,Mumbai,Fresher (0-1 yr),B.Tech,404231,4.0,Power BI|Statistics|R|Excel,Power BI,76,Q2 2026,22,92
Business Analyst,HCL Technologies,Hyderabad,Mid (3-5 yrs),B.Tech,793464,7.9,Agile|JIRA|Excel,Agile,89,Q1 2026,18,87
Data Engineer,Microsoft India,Hyderabad,Junior (1-3 yrs),BSc,809707,8.1,AWS|Airflow|Python|SQL,AWS,30,Q2 2026,30,93
Data Engineer,Fractal Analytics,Bangalore,Mid (3-5 yrs),MSc,1269833,12.7,Hadoop|SQL|Airflow,Hadoop,65,Q2 2026,30,93
BI Developer,Flipkart,Gurgaon,Mid (3-5 yrs),B.Tech,889860,8.9,Excel|Power BI|Azure|SQL,Excel,35,Q2 2026,15,80
QA Engineer,TCS,Hyderabad,Fresher (0-1 yr),MBA,359301,3.6,Manual Testing|Git|Selenium|JIRA,Manual Testing,84,Q1 2026,10,72
QA Engineer,Wipro,Bangalore,Mid (3-5 yrs),B.Tech,819097,8.2,API Testing|Manual Testing|SQL|Selenium,API Testing,64,Q2 2026,10,72
Data Analyst,Capgemini,Mumbai,Junior (1-3 yrs),BCA,518246,5.2,SQL|Tableau|Statistics|Power BI|Excel,SQL,0,Q2 2026,22,92
Python Developer,Tiger Analytics,Pune,Fresher (0-1 yr),MSc,436178,4.4,Python|FastAPI|SQL,Python,155,Q1 2026,24,89
Data Engineer,Deloitte,Noida,Mid (3-5 yrs),BCA,820329,8.2,Hadoop|ETL|AWS|Kafka,Hadoop,126,Q1 2026,30,93
QA Engineer,Accenture,Pune,Junior (1-3 yrs),M.Tech,425771,4.3,Selenium|Manual Testing|SQL|JIRA|Git,Selenium,105,Q1 2026,10,72
AI/ML Researcher,Tech Mahindra,Chennai,Fresher (0-1 yr),MBA,726383,7.3,Generative AI|Mathematics|PyTorch,Generative AI,68,Q2 2026,42,98
Data Scientist,EXL Service,Noida,Junior (1-3 yrs),MCA,864330,8.6,TensorFlow|Deep Learning|Scikit-learn,TensorFlow,29,Q2 2026,28,95
AI/ML Researcher,Infosys,Hyderabad,Fresher (0-1 yr),MSc,664197,6.6,Deep Learning|Generative AI|Mathematics|Python,Deep Learning,54,Q2 2026,42,98
ML Engineer,WNS Global,Hyderabad,Senior (5+ yrs),MSc,1773283,17.7,TensorFlow|Python|MLOps,TensorFlow,14,Q2 2026,35,96
BI Developer,Fractal Analytics,Pune,Fresher (0-1 yr),MSc,426358,4.3,SSRS|DAX|Power BI|Excel|Tableau,SSRS,94,Q1 2026,15,80
QA Engineer,PhonePe,Mumbai,Junior (1-3 yrs),BCA,470288,4.7,Manual Testing|Python|Selenium|API Testing|SQL,Manual Testing,5,Q2 2026,10,72
Product Analyst,Mu Sigma,Pune,Junior (1-3 yrs),MBA,638597,6.4,A/B Testing|SQL|Excel|Google Analytics|Python,A/B Testing,77,Q2 2026,20,85
Data Engineer,HCL Technologies,Bangalore,Junior (1-3 yrs),MBA,936605,9.4,Airflow|AWS|ETL|Hadoop|Spark,Airflow,112,Q1 2026,30,93
AI/ML Researcher,TCS,Pune,Mid (3-5 yrs),MBA,1493324,14.9,Python|Generative AI|Research|LLMs|Deep Learning,Python,170,Q4 2025,42,98
Data Analyst,WNS Global,Noida,Fresher (0-1 yr),BCA,311031,3.1,Power BI|Statistics|Excel,Power BI,23,Q2 2026,22,92
Product Analyst,Cognizant,Pune,Junior (1-3 yrs),M.Tech,595855,6.0,Mixpanel|A/B Testing|Power BI|Python|Excel,Mixpanel,171,Q4 2025,20,85
ML Engineer,Tech Mahindra,Gurgaon,Junior (1-3 yrs),MSc,989407,9.9,CI/CD|Kubernetes|AWS|Python,CI/CD,68,Q2 2026,35,96
Data Analyst,Tiger Analytics,Hyderabad,Fresher (0-1 yr),MSc,391883,3.9,R|Statistics|Excel,R,28,Q2 2026,22,92
Python Developer,Hexaware,Bangalore,Junior (1-3 yrs),MCA,626947,6.3,AWS|FastAPI|Docker,AWS,176,Q4 2025,24,89
Data Engineer,LatentView,Bangalore,Junior (1-3 yrs),B.Tech,944875,9.4,Hadoop|SQL|Spark|Python,Hadoop,154,Q1 2026,30,93
AI/ML Researcher,Deloitte,Mumbai,Mid (3-5 yrs),M.Tech,1356490,13.6,PyTorch|Deep Learning|LLMs|Generative AI,PyTorch,6,Q2 2026,42,98
Data Scientist,Tech Mahindra,Hyderabad,Fresher (0-1 yr),B.Tech,609526,6.1,PyTorch|Python|SQL,PyTorch,36,Q2 2026,28,95
Business Analyst,PhonePe,Gurgaon,Mid (3-5 yrs),MSc,729327,7.3,JIRA|Power BI|Agile|Excel|SQL,JIRA,128,Q1 2026,18,87
AI/ML Researcher,EXL Service,Chennai,Fresher (0-1 yr),BCA,779707,7.8,PyTorch|Research|Mathematics|Deep Learning,PyTorch,157,Q1 2026,42,98
Data Analyst,Capgemini,Hyderabad,Junior (1-3 yrs),MCA,534413,5.3,Excel|Statistics|Tableau|SQL|Python,Excel,5,Q2 2026,22,92
QA Engineer,Deloitte,Bangalore,Fresher (0-1 yr),MSc,353799,3.5,API Testing|SQL|Python,API Testing,91,Q1 2026,10,72
QA Engineer,Mu Sigma,Kolkata,Mid (3-5 yrs),MSc,506481,5.1,SQL|Manual Testing|Selenium,SQL,59,Q2 2026,10,72
Data Scientist,Hexaware,Mumbai,Fresher (0-1 yr),MCA,550013,5.5,Python|Statistics|Scikit-learn,Python,142,Q1 2026,28,95
